Start Date,End Date,VIN,Repair Description,Repair Cost,Repair Status,Vendor Name,Vendor Phone,Vendor Street Address,Vendor City,Vendor State,Vendor ZIP,Recall NTHSA,Recall Description,Manufacturer
7/28/19,8/13/19,0XHRC15HS5V123753,correct abs; install turbocharger; ,59.2,pending,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,
7/28/19,8/5/19,3KYD25BMOB3101135,check drive axle boots; ,87.21,completed,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,
7/28/19,8/20/19,Z4SH0SHZI01062444,improve engine performance; install parking sensors; ,338.44,completed,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,
7/29/19,8/7/19,MT0OEZQ7C5Q035531,reduce carbon footprint; change speaker configuration; ,130.75,in progress,Fasehatice,0158952124,2139 14-street,Chandler,TX,62809,15V846000, Aston Martin Lagonda of North America (Aston Martin) is recalling certain model year 2010-2015 ,Martin
7/29/19,7/30/19,3S8JO5UMV1Y166789,adjust regenerative braking; install dusk-sensing headlights; ,33.94,completed,Newex,3321611463,6781 14-street,Durham,WI,50395,,,
7/29/19,8/3/19,NQC3ODNRG8W618383,improve cylinder configuration; replace serpentine belt; ,112.75,in progress,Newex,3321611463,6781 14-street,Durham,WI,50395,,,
7/29/19,8/2/19,OUIFCWSPPHR650293,repair shiftable automatic transmission; improve engine performance; ,76.89,in progress,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,
7/30/19,8/6/19,WSHBRYQYDCI202435,fix cylinder head bolts; add heated windshield; ,211.03,completed,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,
7/31/19,8/6/19,3S8JO5UMV1Y166789,install intelligent alternator; change timing belt; ,33.94,in progress,Fasehatice,0158952124,2139 14-street,Chandler,TX,62809,08E050000, K2 MOTOR IS RECALLING 1 921 AFTERMARKET HEADLAMPS OF VARIOUS MODELS SOLD FOR USE ON THE ABOVE L,Honda
7/31/19,8/22/19,GKTLIDKGMZ6109105,change wheel cylinders; install intelligent alternator; ,682.43,pending,Rundofase,6976505267,175 12-street,Seattle,WA,08511,,,
8/1/19,8/24/19,66BVP1UV1VM384215,install dusk-sensing headlights; fix rear defroster; ,99.76,in progress,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,
8/1/19,8/10/19,AZCPHC4R1RY522608,replace water pump; ,189.93,in progress,Fasehatice,0158952124,2139 14-street,Chandler,TX,62809,,,
8/4/19,8/22/19,ZS1M7DGNG0B708125,replace ace filter; set up auto-delay headlights; ,652.31,in progress,Fasehatice,0158952124,2139 14-street,Chandler,TX,62809,,,
8/4/19,8/7/19,FWOYW8SJUH7074597,fix rear defroster; adjust accelerator pedal linkage; ,65.15,in progress,Rundofase,6976505267,175 12-street,Seattle,WA,08511,,,
8/4/19,8/25/19,8FX05ZAH64B316440,adjust accelerator pedal linkage; improve engine performance; ,905.35,completed,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,17V769000, Hyundai Motor Company (Hyundai) is recalling certain 2013-2014 Elantra sedan  coupe and GT vehi,Hyundai
8/5/19,8/5/19,ZDIFPMGLJRT329921,improve engine performance; add knee airbags; ,44.74,in progress,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,
8/6/19,8/9/19,3KYD25BMOB3101135,install active pedestrian protection system; change speaker configuration; ,87.21,completed,Newex,3321611463,6781 14-street,Durham,WI,50395,,,
8/6/19,8/20/19,ASBUY3C1GYP443816,install intelligent alternator; change speaker configuration; ,448.13,pending,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,
8/7/19,8/9/19,ATWA3W65LU2848535,improve cylinder configuration; prevent fuel pump shutoff; ,34.14,completed,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,
8/8/19,8/14/19,P7UUVOVKPTD080947,adjust low fuel warning indicator; fix rear defroster; ,134.6,in progress,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,
8/8/19,9/11/19,E8MFMML51CM701156,replace steering column lock; fix steering damper; ,374.46,completed,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,
8/8/19,9/3/19,WSHBRYQYDCI202435,add heated windshield; prevent fuel pump shutoff; ,1899.26,pending,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,
8/9/19,8/22/19,7Y1EAHONCCS732936,replace radiator core & ac condenser; fix power activated release; ,357.67,pending,Rundofase,6976505267,175 12-street,Seattle,WA,08511,,,
8/9/19,9/3/19,IOCT8QVK86C997015,repair cooled seats; adjust reverse tilt mirrors; ,376.86,completed,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,
8/9/19,8/19/19,27J2LRAE38R945176,replace fuel filter; change coolant; ,164.52,in progress,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,
8/9/19,9/19/19,BHVL8OFSZ0G423785,correct abs; adjust low fuel warning indicator; ,407.51,completed,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,08E050000, K2 MOTOR IS RECALLING 1 921 AFTERMARKET HEADLAMPS OF VARIOUS MODELS SOLD FOR USE ON THE ABOVE L,Honda
8/9/19,8/23/19,MYX14D30CZI581341,reduce fuel consumption; repair direct injection system; ,173.83,in progress,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,
8/9/19,8/22/19,OUIFCWSPPHR650293,repair direct injection system; replace liftgate window; ,25.63,completed,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,
8/9/19,8/11/19,U3HSV2KCE0Y319532,adjust climate control; repair cooled seats; ,146.39,completed,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,
8/10/19,9/5/19,A2YAQD6KDWM503404,reconfigure service reminder light; fix sunroof; ,238.98,completed,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,
8/11/19,8/18/19,3S8JO5UMV1Y166789,install turbocharger; ,118.8,pending,Rundofase,6976505267,175 12-street,Seattle,WA,08511,,,
8/11/19,8/17/19,41AHCTXZIUN699904,fix external temperature display; adjust reverse tilt mirrors; ,118.13,pending,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,
8/14/19,8/18/19,U3HSV2KCE0Y319532,set up auto-delay headlights; change speaker configuration; ,146.39,in progress,Newex,3321611463,6781 14-street,Durham,WI,50395,,,
8/14/19,8/24/19,B3V53WEVPX7253102,adjust accelerator pedal linkage; add knee airbags; ,496.36,completed,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,
8/14/19,8/16/19,AN86IKI83LD618280,check drive axle boots; remove oversteer; ,37.77,pending,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,
8/14/19,9/9/19,0XJA8OD4GS2220202,replace radiator hoses; replace steering column lock; ,452.92,pending,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,
8/15/19,9/13/19,CHA3G8GE21K992177,fix rear defroster; reduce carbon footprint; ,611.67,pending,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,
8/15/19,8/29/19,PHTKITC5C1H921363,install turbocharger; ,66.14,completed,Fasehatice,0158952124,2139 14-street,Chandler,TX,62809,,,
8/15/19,8/20/19,0XHRC15HS5V123753,replace liftgate window; ,177.61,in progress,Rundofase,6976505267,175 12-street,Seattle,WA,08511,19V256000, Honda (American Honda Motor Co.) is recalling certain 2014-2019 Acura MDX and 2017-2019 Acura M,Acura
8/16/19,8/23/19,2CEDOZQS3WI014174,replace timing belt tensioner; replace crankcase ventilation filter; ,122.95,in progress,Rundofase,6976505267,175 12-street,Seattle,WA,08511,,,
8/17/19,8/19/19,NQC3ODNRG8W618383,change timing belt; replace catalytic converter; ,112.75,pending,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,
8/18/19,9/22/19,XG2F8AZ3DKK768039,fix nvh dampening system; install separate rear audio; ,402.6,in progress,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,
8/18/19,9/3/19,ATWA3W65LU2848535,fix sunroof; install roof spoiler; ,34.14,pending,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,18V025000, On January 9  2018  Toyota Motor Engineering & Manufacturing (Toyota) notified NHTSA that they ,Toyota
8/18/19,9/20/19,WMXOWCZE1MO140134,improve engine performance; ,586.63,completed,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,
8/18/19,8/20/19,LN7ZMWGACVJ434473,reconfigure service reminder light; reconfigure service reminder light; ,44.9,in progress,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,
8/19/19,9/5/19,41AHCTXZIUN699904,make polarization coating; change speaker configuration; ,101.26,pending,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,
8/19/19,8/30/19,AN86IKI83LD618280,replace serpentine belt; install intelligent alternator; ,188.85,in progress,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,
8/20/19,8/24/19,3KYD25BMOB3101135,fix broken tow hooks; fix deceleration system; ,130.82,completed,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,
8/20/19,8/25/19,A1NW00GFYRY803793,change oil filter; ,25.79,completed,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,
8/21/19,9/8/19,SJV51DZQ416158315,fix rear hvac; change memory settings of the onboard computer; ,41.98,completed,Newex,3321611463,6781 14-street,Durham,WI,50395,,,
8/21/19,8/25/19,8C76DYYDYJU989849,replace water pump; add knee airbags; ,289.35,completed,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,
8/23/19,8/26/19,MT0OEZQ7C5Q035531,install dusk-sensing headlights; fix air filter restriction indicator; ,13.07,completed,Newex,3321611463,6781 14-street,Durham,WI,50395,,,
8/24/19,9/5/19,OUIFCWSPPHR650293,upgrade navigation system; attach spoiler; ,179.4,pending,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,
8/25/19,8/28/19,NQC3ODNRG8W618383,adjust adaptive cruise control; replace timing belt tensioner; ,169.13,pending,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,
8/25/19,8/27/19,0XHRC15HS5V123753,fix steering damper; ,29.6,completed,Fasehatice,0158952124,2139 14-street,Chandler,TX,62809,,,
8/25/19,8/27/19,FWOYW8SJUH7074597,adjust seat belts tension; replace crankcase ventilation filter; ,16.29,in progress,Fasehatice,0158952124,2139 14-street,Chandler,TX,62809,17V761000, Daimler Trucks North America  LLC (DTNA) is recalling certain 2008-2018 Freightliner Cascadia  ,Freightliner
8/25/19,8/26/19,Z4SH0SHZI01062444,reduce blind spot; replace ace filter; ,32.23,in progress,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,17V260000, Tesla  Inc. (Tesla) is recalling certain 2016 Model S and Model X vehicles.  The electric parki,Tesla
8/26/19,9/3/19,3S8JO5UMV1Y166789,change timing belt; replace steering column lock; ,135.77,pending,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,
8/27/19,9/5/19,E5WGL31NMNQ304399,install on-board diagnosis system; adjust traction control system; ,115.82,pending,Newex,3321611463,6781 14-street,Durham,WI,50395,,,
8/27/19,9/26/19,2CEDOZQS3WI014174,replace fuel filter; check drive axle boots; ,1352.4,pending,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,
8/27/19,9/8/19,7Y1EAHONCCS732936,replace radiator core & ac condenser; change oil filter; ,89.42,pending,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,
8/27/19,9/3/19,B3V53WEVPX7253102,reduce blind spot; change wheel cylinders; ,55.15,in progress,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,
8/27/19,8/28/19,5I71MA5PSO0445780,fix nvh dampening system; ,31.81,in progress,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,
8/27/19,9/6/19,GC225MTL5DF831250,replace steering column lock; adjust traction control system; ,70.16,pending,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,
8/28/19,8/29/19,3KYD25BMOB3101135,adjust turn signals; install parking sensors; ,43.61,pending,Rundofase,6976505267,175 12-street,Seattle,WA,08511,,,
8/28/19,8/30/19,EBZZN84J0L1163524,repair cooled seats; adjust seat belts tension; ,184,in progress,Rundofase,6976505267,175 12-street,Seattle,WA,08511,,,
8/29/19,8/30/19,Z4SH0SHZI01062444,change steering rack; fix deceleration system; ,16.12,pending,Fasehatice,0158952124,2139 14-street,Chandler,TX,62809,,,
8/29/19,9/18/19,A1NW00GFYRY803793,replace tail lights; change oil filter; ,154.73,completed,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,
8/30/19,9/3/19,KSC5NS2WX0Q021711,fix deceleration system; reduce fuel consumption; ,29.24,completed,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,
8/30/19,9/19/19,5I71MA5PSO0445780,set up satellite radio; replace brake pedal spring; ,540.73,in progress,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,
8/31/19,9/2/19,AN86IKI83LD618280,install active pedestrian protection system; install intelligent alternator; ,113.31,in progress,Rundofase,6976505267,175 12-street,Seattle,WA,08511,,,
9/1/19,9/4/19,LN7ZMWGACVJ434473,improve cylinder configuration; install optional equipment; ,44.9,completed,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,13V248000, General Motors (GM) is recalling certain model year 2005-2007 SAAB 9-7x; 2006 Chevrolet Trailbl,GMC
9/1/19,9/10/19,U3HSV2KCE0Y319532,replace liftgate window; fix broken tow hooks; ,146.39,completed,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,
9/2/19,9/6/19,ZDR30CO5D6G733856,fix air filter restriction indicator; adjust retractable mirrors; ,105.72,pending,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,
9/2/19,9/24/19,8FX05ZAH64B316440,replace diverter valve; replace brake pedal spring; ,950.62,pending,Rundofase,6976505267,175 12-street,Seattle,WA,08511,,,
9/2/19,9/23/19,66BVP1UV1VM384215,install anti-theft alarm; refurbish power steering; ,119.71,completed,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,
9/2/19,9/21/19,MT0OEZQ7C5Q035531,install intelligent alternator; replace diverter valve; ,156.9,pending,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,
9/3/19,9/9/19,MYX14D30CZI581341,replace brake pedal spring; replace timing belt tensioner; ,243.36,in progress,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,
9/3/19,9/10/19,AN86IKI83LD618280,replace diverter valve; replace catalytic converter; ,264.39,in progress,Newex,3321611463,6781 14-street,Durham,WI,50395,,,
9/3/19,9/13/19,05AJ273ZM02946325,fix a-pillar; check drive axle boots; ,266.12,pending,Rundofase,6976505267,175 12-street,Seattle,WA,08511,,,
9/4/19,9/14/19,BNWE37HKK6A465562,reduce blind spot; adjust turn signals; ,79.05,pending,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,
9/4/19,9/11/19,C4QIGI5R0PE739600,prevent fuel pump shutoff; ,64.89,completed,Fasehatice,0158952124,2139 14-street,Chandler,TX,62809,,,
9/4/19,9/22/19,0XHRC15HS5V123753,make polarization coating; repair cooled seats; ,562.43,in progress,Rundofase,6976505267,175 12-street,Seattle,WA,08511,,,
9/5/19,9/18/19,3KYD25BMOB3101135,replace fuel filter; adjust seat belts tension; ,174.42,completed,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,
9/6/19,9/15/19,F5BABPZQD3I737349,fix deceleration system; replace ace filter; ,165.41,pending,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,
9/6/19,9/12/19,Z4SH0SHZI01062444,replace tail lights; replace fuel filter; ,32.23,completed,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,
9/6/19,9/8/19,B3V53WEVPX7253102,install curtain airbags; install separate rear audio; ,110.3,in progress,Fasehatice,0158952124,2139 14-street,Chandler,TX,62809,,,
9/6/19,9/9/19,LN7ZMWGACVJ434473,change pcv filter/pcv valve; ,44.9,completed,Newex,3321611463,6781 14-street,Durham,WI,50395,,,
9/6/19,9/19/19,3S8JO5UMV1Y166789,install curtain airbags; replace catalytic converter; ,169.71,in progress,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,
9/6/19,9/25/19,8C76DYYDYJU989849,replace brake pedal spring; adjust traction control system; ,694.44,completed,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,
9/8/19,9/23/19,1D377TZAWSW801985,change speaker configuration; prevent fuel pump shutoff; ,286.27,completed,Newex,3321611463,6781 14-street,Durham,WI,50395,,,
9/8/19,9/26/19,FWOYW8SJUH7074597,install turbocharger; adjust climate control; ,195.44,completed,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,
9/9/19,9/11/19,EBZZN84J0L1163524,refurbish power steering; fix sunroof; ,122.67,in progress,Newex,3321611463,6781 14-street,Durham,WI,50395,18V332000, Chrysler (FCA US LLC) is recalling certain 2014-2018 Dodge Journey  Charger and Durango  RAM 25,Dodge
9/9/19,9/21/19,ATWA3W65LU2848535,repair direct injection system; ,68.27,completed,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,
9/11/19,9/15/19,7Y1EAHONCCS732936,fix rear hvac; reduce fuel consumption; ,357.67,pending,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,
9/11/19,9/19/19,E5WGL31NMNQ304399,replace fuel filter; ,154.42,in progress,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,
9/13/19,9/22/19,B3V53WEVPX7253102,replace steering column lock; ,110.3,pending,Fasehatice,0158952124,2139 14-street,Chandler,TX,62809,16V595000, General Motors LLC (GM) is recalling certain model year 2016 Buick Verano vehicles manufactured,Buick
9/13/19,9/19/19,SGEAZM7OHRE981138,change brake linings; fix solar sunroof; ,103.8,pending,Newex,3321611463,6781 14-street,Durham,WI,50395,,,
9/14/19,9/18/19,Z4SH0SHZI01062444,add knee airbags; ,80.58,completed,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,
9/14/19,9/16/19,MYX14D30CZI581341,change oil filter; adjust traction control system; ,34.77,in progress,Fasehatice,0158952124,2139 14-street,Chandler,TX,62809,13V450000, Volkswagen Group of America  Inc. (Volkswagen) is recalling certain model year 2013-2014 Audi S,Audi
9/14/19,9/25/19,1WU1KQALZ75403546,change coolant; adjust low fuel warning indicator; ,389.56,in progress,Newex,3321611463,6781 14-street,Durham,WI,50395,,,
9/14/19,9/18/19,LN7ZMWGACVJ434473,fix rear defroster; change oil filter; ,74.83,pending,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,
9/15/19,9/23/19,ZDIFPMGLJRT329921,adjust adaptive cruise control; upgrade navigation system; ,178.96,pending,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,
9/17/19,9/17/19,MYX14D30CZI581341,fix air filter restriction indicator; replace steering column lock; ,34.77,pending,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,
9/17/19,9/19/19,0XJA8OD4GS2220202,replace diverter valve; adjust reverse tilt mirrors; ,34.84,pending,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,
9/17/19,9/18/19,AN86IKI83LD618280,fix steering damper; adjust low fuel warning indicator; ,37.77,pending,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,18V427000, Volkswagen Group of America  Inc. (Volkswagen) is recalling certain 2005-2008 Audi A4 Sedan  A4,Audi
9/19/19,9/19/19,GC225MTL5DF831250,add heated windshield; fix rear hvac; ,35.08,completed,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,
9/19/19,9/26/19,NQC3ODNRG8W618383,adjust climate control; install anti-theft alarm; ,56.38,in progress,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,17V024000, Ford Motor Company (Ford) is recalling certain 2012 Ford Fusion and Mustang and Lincoln Zephyr ,Lincoln
9/20/19,9/24/19,WSHBRYQYDCI202435,configure audio remote control; adjust seat belts tension; ,140.69,in progress,Rundofase,6976505267,175 12-street,Seattle,WA,08511,,,
9/21/19,9/25/19,E5WGL31NMNQ304399,add knee airbags; refurbish power steering; ,77.21,completed,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,
9/22/19,9/24/19,EBZZN84J0L1163524,reduce fuel consumption; replace diverter valve; ,61.33,completed,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,
9/23/19,9/25/19,MT0OEZQ7C5Q035531,change speaker configuration; change oil filter; ,39.22,in progress,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,
9/25/19,9/26/19,Z4SH0SHZI01062444,adjust accelerator pedal linkage; replace fuel filter; ,32.23,pending,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,18V204000, Tesla  Inc. (Tesla) is recalling certain 2012-2016 Tesla Model S vehicles equipped with Bosch s,Tesla
9/26/19,9/26/19,U3HSV2KCE0Y319532,adjust hybrid performance; install dusk-sensing headlights; ,48.8,in progress,Fasehatice,0158952124,2139 14-street,Chandler,TX,62809,09E012000, SABERSPORT IS RECALLING 16 270 COMBINATION CORNER AND BUMPER LAMP ASSEMBLIES OF VARIOUS PART NU,Toyota
